horizon,quarter,ffr_hat,standard_error,ci_lower,ci_upper,model
11,2015 Q2,1.3462940423109615,0.811216073255742,-0.25448304306413483,2.947071127686058,Long
11,2015 Q3,1.4680314320069123,0.724486411900316,0.03839845865970859,2.8976644053541163,Long
11,2015 Q4,0.8387863174495007,0.7095292160168597,-0.5613315399858474,2.2389041748848486,Long
11,2016 Q1,0.9111694872300137,0.5367877780207375,-0.14807675195799685,1.9704157264180244,Long
11,2016 Q2,0.7111586858188716,0.6860040473722183,-0.6425368284979684,2.064854200135712,Long
11,2016 Q3,0.07277987085637116,0.6317084379073925,-1.1737738222697942,1.3193335639825363,Long
11,2016 Q4,0.14916789067588987,0.6177876566389542,-1.0699158491299474,1.3682516304817272,Long
11,2017 Q1,0.1710807625361045,0.9508185731382964,-1.7051746944350896,2.0473362195072986,Long
11,2017 Q2,0.2202917535493264,0.9491210159678408,-1.6526139046331516,2.093197411731804,Long
11,2017 Q3,0.6315206838511652,0.7199305084412599,-0.7891221004442259,2.0521634681465564,Long
11,2017 Q4,1.4011259554089959,0.5238534054752141,0.36740318384839643,2.4348487269695958,Long
11,2018 Q1,1.7803472766423885,0.444045940367575,0.9041090096398069,2.6565855436449697,Long
12,1969 Q1,7.944101790801495,0.8714038957660706,6.2244899966897425,9.663713584913248,Long
12,1969 Q2,6.986232083336571,1.1873952245138355,4.643049040126831,9.329415126546312,Long
12,1969 Q3,6.5116532969745125,0.8539547552658648,4.826475303247468,8.196831290701557,Long
12,1969 Q4,5.951464040179186,0.7032417886142611,4.563700134498912,7.339227945859459,Long
12,1970 Q1,5.6885027445724585,1.0492109564673646,3.618009895023731,7.758995594121185,Long
12,1970 Q2,6.216621880472412,1.06849905018906,4.1080662753967525,8.325177485548071,Long
12,1970 Q3,6.186684674233064,1.070007651750732,4.075152023667166,8.298217324798962,Long
12,1970 Q4,5.915943138265326,1.0717758860103548,3.8009210880050115,8.030965188525641,Long
12,1971 Q1,6.831223580291471,0.9383961881633538,4.979410476682845,8.683036683900099,Long
12,1971 Q2,8.204358807469777,0.7052992604212428,6.812534726246877,9.596182888692676,Long
12,1971 Q3,7.479353606501023,0.7938334828120994,5.912817782829476,9.045889430172569,Long
12,1971 Q4,8.24581935298345,0.6567451153451658,6.949811093713507,9.54182761225339,Long
12,1972 Q1,8.278792191432299,0.7449767259876119,6.808669357954673,9.748915024909923,Long
